"SUBMITTER_NAME","SUBMITTER_EMAIL","DOW","SURVEY_START","RAKE_MAX","SUBMIT_TIME","SURVEYORS","sta_nbr","whole_rake_density","ceratophyllum_demersum","depth_ft","potamogeton_crispus","elodea_canadensis","stuckenia_pectinata","lemna_trisulca","nymphaea_odorata","myriophyllum_spicatum","chara_sp","potamogeton_natans","potamogeton_illinoensis","potamogeton_zosteriformis","vallisneria_americana","potamogeton_praelongus","potamogeton_richardsonii","najas_flexilis","heteranthera_dubia","spirodela_polyrrhiza","lemna_minor","nuphar_variegata","subbasin","potamogeton_robbinsii","potamogeton_nodosus","wolffia_sp","potamogeton_foliosus","ranunculus_aquatilis","potamogeton_pusillus","nitella_sp","myriophyllum_sibiricum","potamogeton_amplifolius","nelumbo_lutea","zannichellia_palustris","utricularia_vulgaris","brasenia_schreberi","najas_guadalupensis","typha_sp","lythrum_salicaria","latitude","longitude","aquatic_moss","potamogeton_friesii","potamogeton_gramineus","sagittaria_sp","lake_name","bidens_beckii","sparganium_sp","zizania_sp","wolffia_columbiana","plant_height","eleocharis_acicularis","schoenoplectus_acutus","sagittaria_latifolia","phragmites_australis","sagittaria_graminea","drepanocladus_sp","sparganium_eurycarpum","ceratophyllum_echinatum","utricularia_minor","riccia_sp","potamogeton_strictifolius","myriophyllum_verticillatum","surface_growth","equisetum_fluviatile","fontinalis_antipyretica","heteranthera_dubia.1","utricularia_geminiscapa","nuphar_sp","nymphaea_sp","multipartsurvey","percent_biovolume","plant_height.1","persicaria_amphibia.1","ranunculus_aquatilis.1","NA_STA_NBR","DUPE_STA_NBR","MISSING_LAT","MISSING_LONG"
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80776",NA,"0","2.6","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","1","0","0","0","0","0","0","0","0","0","0",NA,"0",1,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80777",NA,"1","7.2","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80778",NA,"1","10.5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80779",NA,"1","10.8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80780",NA,"1","9.2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80781",NA,"2","3.3","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","1","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80782",NA,"1","8.9","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80783",NA,"1","3.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","1","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80784",NA,"1","12.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80785",NA,"2","3.9","1","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80786",NA,"4","5.6","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","1","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80787",NA,"0","2.6","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","1","0","0","0","0","0","0","0","0","0","0",NA,"0",1,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80788",NA,"1","3","0","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","1","","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","2","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80789",NA,"1","2.6","0","0","0","1","1","0","3","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","2","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80790",NA,"1","3.6","0","0","0","1","1","0","2","0","0","0","0","0","0","1","0","0","0","1","","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80791",NA,"2","4.6","0","1","0","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80792",NA,"1","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80793",NA,"2","7.2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80794",NA,"1","11.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80795",NA,"1","14.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80796",NA,"1","10.2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80797",NA,"1","9.2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80798",NA,"0","1.3","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","1","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80799",NA,"0","7.2","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80800",NA,"2","9.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80801",NA,"1","11.2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80802",NA,"1","4.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80803",NA,"1","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80804",NA,"2","5.2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80805",NA,"2","3.6","1","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","1","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80806",NA,"1","3.6","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80807",NA,"1","2.6","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","2","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80808",NA,"2","1.6","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","3","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80809",NA,"1","2.3","0","0","0","1","1","0","5","0","0","0","0","0","0","0","0","0","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","1","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80810",NA,"3","3.9","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80811",NA,"2","6.6","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80812",NA,"1","10.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80813",NA,"3","4.9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80814",NA,"1","12.8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80815",NA,"1","13.5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80816",NA,"0","3.9","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80817",NA,"0","2.3","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","1","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80818",NA,"0","11.5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80819",NA,"2","13.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2007-08-03","5",NA,"James Johnson","80820",NA,"1","12.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2008-05-14","5",NA,"James Johnson","80821",NA,"1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2008-05-14","5",NA,"James Johnson","80822",NA,"1","8.2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2008-05-14","5",NA,"James Johnson","80823",NA,"0","15.4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2008-05-14","5",NA,"James Johnson","80824",NA,"3","8.9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2008-05-14","5",NA,"James Johnson","80825",NA,"1","3.3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",1,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2008-05-14","5",NA,"James Johnson","80826",NA,"1","3.3","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2008-05-14","5",NA,"James Johnson","80827",NA,"1","2.6","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2008-05-14","5",NA,"James Johnson","80828",NA,"1","3.3","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2008-05-14","5",NA,"James Johnson","80829",NA,"1","3.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2008-05-14","5",NA,"James Johnson","80830",NA,"0","12.8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"Freshwater Scientific Services",NA,"18024300","2008-05-14","5",NA,"James Johnson","80831",NA,"0","4.9","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0","0","lower mission","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",0,NA,0,"0","0",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
