"SUBMITTER_NAME","SUBMITTER_EMAIL","DOW","SURVEY_START","RAKE_MAX","SUBMIT_TIME","SURVEYORS","sta_nbr","ceratophyllum_demersum","depth_ft","potamogeton_crispus","elodea_canadensis","stuckenia_pectinata","lemna_trisulca","nymphaea_odorata","myriophyllum_spicatum","chara_sp","potamogeton_illinoensis","potamogeton_zosteriformis","vallisneria_americana","potamogeton_praelongus","potamogeton_richardsonii","najas_flexilis","heteranthera_dubia","fontinalis_sp","spirodela_polyrrhiza","lemna_minor","nuphar_variegata","algae","subbasin","potamogeton_nodosus","wolffia_sp","potamogeton_foliosus","potamogeton_sp","ranunculus_aquatilis","potamogeton_pusillus","nitella_sp","myriophyllum_sibiricum","elodea_sp","potamogeton_amplifolius","nelumbo_lutea","zannichellia_palustris","brasenia_schreberi","najas_guadalupensis","typha_sp","najas_sp","latitude","longitude","potamogeton_epihydrus","lake_name","utricularia_sp","unk_sp","wolffia_columbiana","nuphar_advena","no_veg_found","potamogeton_perfoliatus","substrate","potamogeton_obtusifolius","phalaris_arundinacea","unk_sp.1","algae.1","nuphar_sp","nymphaea_sp","eleocharis_sp","poaceae_taxa","potamogeton_diversifolius","spirodela_sp","vallisneria_sp","potamogeton_sp.1","spirodela_polyrrhiza.1","DUPE_STA_NBR","MISSING_LAT","MISSING_LONG"
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","48","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",45.02497175,-93.0604111,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","49","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",45.02499593,-93.0600649,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,45.02539746,-93.05985134,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","51","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02546605,-93.05934665,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","52","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",45.02580826,-93.05913654,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","53","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,45.02630057,-93.05869256,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","54","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,45.02673932,-93.05687396,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","55","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,45.02714771,-93.05656,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","56","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,45.02722125,-93.0561254,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","57","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02726878,-93.05553157,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02720936,-93.05483367,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","59","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02717684,-93.05431301,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","60","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02682712,-93.05492004,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","61","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02365882,-93.06067794,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","62","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02405035,-93.06003148,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","63","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02360414,-93.06000265,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",45.02314649,-93.05932521,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","65","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,45.02214326,-93.05684148,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","66","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02228401,-93.05738329,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","67","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,45.02220163,-93.05803048,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","68","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,45.02227579,-93.05874323,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","69","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,45.02229554,-93.05928013,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",45.02454737,-93.05808836,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","72","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02312905,-93.06129854,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",45.02313527,-93.06067717,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","74","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0231415,-93.06002732,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","75","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",45.02358036,-93.0593505,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","76","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,45.02357882,-93.05872324,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02406133,-93.05934108,NA,"kohlman",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02403097,-93.05872353,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","79","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02444333,-93.05999168,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","80","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0244927,-93.05935479,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","81","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02452833,-93.05874479,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02496062,-93.05940922,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02492566,-93.05870785,NA,"kohlman",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","84","1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02542011,-93.05866686,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02583213,-93.05867558,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","86","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,45.02677811,-93.05616991,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,45.02671073,-93.05553489,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","88","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02674075,-93.0543065,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02672929,-93.05365493,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","90","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,45.02629964,-93.05358398,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","91","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,45.02635226,-93.05432273,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","92","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,45.02624604,-93.05490363,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","93","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,45.02625456,-93.05553444,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","94","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02635431,-93.05616949,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Ramsey-Washington Metro Watershed District","joe.tillotson@rwmwd.org","62000600","2016-03-29","5","3/16/2023 13:55","Simba Blood","95","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02625983,-93.05678775,NA,"kohlman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
