"SUBMITTER_NAME","SUBMITTER_EMAIL","DOW","SURVEY_START","RAKE_MAX","SUBMIT_TIME","SURVEYORS","sta_nbr","ceratophyllum_demersum","depth_ft","potamogeton_crispus","elodea_canadensis","stuckenia_pectinata","lemna_trisulca","nymphaea_odorata","myriophyllum_spicatum","chara_sp","potamogeton_illinoensis","potamogeton_zosteriformis","vallisneria_americana","potamogeton_praelongus","potamogeton_richardsonii","najas_flexilis","heteranthera_dubia","spirodela_polyrrhiza","lemna_minor","nuphar_variegata","algae","potamogeton_nodosus","wolffia_sp","potamogeton_foliosus","nitella_sp","myriophyllum_sibiricum","potamogeton_amplifolius","zannichellia_palustris","utricularia_vulgaris","najas_guadalupensis","chara_globularis","lemna_sp","typha_sp","typha_angustifolia","latitude","longitude","aquatic_moss","potamogeton_friesii","potamogeton_gramineus","sagittaria_sp","lake_name","sparganium_sp","unk_sp","wolffia_columbiana","eleocharis_acicularis","scirpus_sp","stuckenia_filiformis","ranunculus_sceleratus","substrate","persicaria_amphibia","iris_versicolor","iris_sp","sta_nbr.1","sta_nbr.2","utricularia_minor","riccia_sp","nitella_furcata","DUPE_STA_NBR","MISSING_LAT","MISSING_LONG"
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","26",NA,"9",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7888623232955,-93.5920515595533,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","27",NA,"20+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7888639611813,-93.591735537675,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","28",NA,"20+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7888754018982,-93.5895233837724,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","29",NA,"20+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7888770327886,-93.5892073616787,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","30",NA,"3",NA,NA,"X",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7890890056872,-93.5917378370985,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","31",NA,"20+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7890906427114,-93.5914218139653,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","32",NA,"20+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7891020773965,-93.5892096512793,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","33",NA,"20+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7891037074252,-93.588893627931,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","34",NA,"2",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.789315687221,-93.5914241121879,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","35",NA,"20+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7893173233835,-93.5911080878,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","36",NA,"11",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7893303812038,-93.5885798917275,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","37",NA,"7.5",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7895423678969,-93.5911103848216,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","38",NA,"20+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7895440031977,-93.5907943591788,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","39",NA,"12.5",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7895554258191,-93.5885821789261,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","40",NA,"4",NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7897690477149,-93.5907966549995,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","41",NA,"10",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.789770682154,-93.5904806281019,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","42",NA,"20+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7897723157187,-93.5901646011773,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","43",NA,"20+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7897739484089,-93.5898485742259,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","44",NA,"20+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.789778841233,-93.5889004932103,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","45",NA,"2",NA,NA,NA,NA,NA,"3","3",NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7897804704254,-93.5885844661515,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","46",NA,"3.5",NA,NA,"2",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7900006247839,-93.5895348381836,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","47",NA,"4.5",NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.790002255738,-93.5892188099504,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10000500","2017-06-21","4","2023-04-07 11:53:57","Andrew Edgcumbe,Masha Hoy","48",NA,"1.5",NA,NA,NA,NA,NA,"3","2",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7900038858176,-93.5889027816905,NA,NA,NA,NA,"courthouse",NA,NA,NA,NA,NA,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","1",NA,"2.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7821774140057,-93.7431197345722,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","2",NA,"3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7821831676537,-93.7422350025634,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","3",NA,"2.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7821889144485,-93.7413502702894,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","4",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.78219465439,-93.7404655377506,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","5",NA,"3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7827959918048,-93.7448973006795,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","6",NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7828017592852,-93.7440125595799,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","7",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7828075199123,-93.7431278182146,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","8",NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.782813273686,-93.7422430765838,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"s",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","9",NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7828190206064,-93.7413583346878,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","10",NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7828247606734,-93.7404735925271,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","11",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.782830493887,-93.7395888501019,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","12",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7828362202472,-93.7387041074125,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","13",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7834203229287,-93.7457901542875,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","14",NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7834260973886,-93.7449054038318,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","15",NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7834318649951,-93.7440206531099,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","16",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.783437625748,-93.7431359021223,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","17",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7834433796474,-93.7422511508693,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","18",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7834491266933,-93.7413663993511,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","19",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7834548668857,-93.740481647568,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","20",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7834606002246,-93.7395968955205,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","21",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7834663267099,-93.7387121432088,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","22",NA,"3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7834720463417,-93.7378273906332,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","23",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7840504283154,-93.7457982673284,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","24",NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7840562029015,-93.7449135072501,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Carver County Water Management Organization","aedgcumbe@co.carver.mn.us","10002900","2018-07-28","4","2023-04-07 11:23:07","Andrew Edgcumbe,Jackelyn Seamans","25",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7840619706339,-93.7440287469057,NA,NA,NA,NA,"miller",NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
